id,venue,category
23615,The proceeding of The 4th International Workshop on Advanced Materials and Devices IWAMD 2023 10-13 August 2023 Thai Nguyen Vietnam,International Conf
23867,The 12th International Conference on Control Automation and Information Sciences (ICCAIS 2023),International Conf
23869,2023 International Conference on Advanced Technologies for Communications (ATC),International Conf
23892,23rd Conference on Artificial Intelligence for Environmental Science American Meteorological Society 2024,International Conf
23893,EARTH AND ENVIRONMENTAL SCIENCES MINING FOR DIGITAL TRANSFORMATION GREEN DEVELOPMENT AND RESPONSE TO GLOBAL CHANGE (GREEN EME 2023),International Conf
24673,International Conference on Advanced Technologies for Communications (ATC),International Conf
24677,2023 20th International Joint Conference on Computer Science and Software Engineering (JCSSE),International Conf
24679,2023 20th International Joint Conference on Computer Science and Software Engineering (JCSSE),International Conf
24680,2023 20th International Joint Conference on Computer Science and Software Engineering,International Conf
24820,Instrumentation Science & Technology,International Conf
24821,2023 20th International Joint Conference on Computer Science and Software Engineering (JCSSE),International Conf
24828,2023 20th International Joint Conference on Computer Science and Software Engineering (JCSSE),International Conf
24832,The 8th International Workshop on Nanotechnology and Application (IWNA 2023),International Conf
24833,The 8th International Workshop on Nanotechnology and Application (IWNA 2023),International Conf
24834,The 8th International Workshop on Nanotechnology and Application (IWNA 2023),International Conf
24837,The 4th International Workshop on Advanced Materials and Devices (IWAMD 2023),International Conf
24838,The 4th International Workshop on Advanced Materials and Devices (IWAMD 2023),International Conf
92,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
96,Khoa học và Công nghệ Việt Nam,Domestic Journal
98,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
138,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
160,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
166,Journal of Science and Technology,Domestic Journal
184,VNU Journal of Science: Policy and Management Studies,Domestic Journal
197,Vietnam Journal of Computer Science,Domestic Journal
207,Vietnam Journal of Computer Science,Domestic Journal
213,Journal of'Science The Vietnam National University Hanoi,Domestic Journal
265,TẠP CHÍ NGHIÊN CỨU KHOA HỌC VÀ CÔNG NGHỆ QUÂN SỰ,Domestic Journal
269,Unknown,Domestic Journal
309,Journal of Science Mathematics–Physics,Domestic Journal
312,VNU Journal of Science: Mathematics-Physics,Domestic Journal
313,VNU Journal of Science: Mathematics-Physics,Domestic Journal
314,VNU Journal of Science: Mathematics-Physics,Domestic Journal
317,Vietnam Journal of Mechanics,Domestic Journal
324,Vietnam Journal of Mechanics,Domestic Journal
345,Vietnam Journal of Mechanics,Domestic Journal
346,VNU Journal of Science: Legal Studies,Domestic Journal
351,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
355,VNU Journal of Science: Mathematics-Physics,Domestic Journal
366,VNU Journal of Science: Mathematics-Physics,Domestic Journal
375,VNU Journal of Science: Mathematics-Physics,Domestic Journal
380,VNU Journal of Science: Education Research,Domestic Journal
381,VNU Journal of Science: Education Research,Domestic Journal
384,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
385,VNU Journal of Science: Mathematics-Physics,Domestic Journal
390,Technic and Science Publishing House Hanoi,Domestic Journal
394,Unknown,Domestic Journal
411,VNU Journal of Science,Domestic Journal
416,Chuyên san Công nghệ thông tin và Truyền thông (JICT),Domestic Journal
455,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
460,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
466,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
481,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
484,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
487,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
490,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
540,VNU Journal of Science: Mathematics-Physics,Domestic Journal
541,Tạp chí khoa học,Domestic Journal
543,VNU Journal of Science: Comp. Science & Com. Eng.,Domestic Journal
567,Journal of Computer Science and Cybernetics Vietnamese Academy of Science and Technology Vietnam,Domestic Journal
572,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
593,TNU Journal of Science and Technology,Domestic Journal
597,Tạp chí Từ điển học và Bách khoa thư,Domestic Journal
631,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
686,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
692,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
709,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
710,Unknown,Domestic Journal
713,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
726,Journal of SCIENCE & TECHNOLOGY,Domestic Journal
727,Tạp chí Nghiên cứu khoa học-Đại học sao đỏ,Domestic Journal
728,VNU Journal of Science,Domestic Journal
730,Unknown,Domestic Journal
731,Unknown,Domestic Journal
732,Unknown,Domestic Journal
734,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
739,VNU Journal of Science,Domestic Journal
752,REV Journal on Electronics and Communications,Domestic Journal
772,VNU Journal of Science: Mathematics–Physics,Domestic Journal
803,Advanced Magnetism and Magnetic Materials; Duc NH Ed.; Vietnam National University Press: Hanoi Vietnam,Domestic Journal
810,VNU Journal of Science: Mathematics-Physics,Domestic Journal
899,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
900,VNU Journal of Science: Mathematics-Physics,Domestic Journal
915,Journal of Science: Mathematics-Physics,Domestic Journal
916,Advances in Natural Sciences,Domestic Journal
917,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
920,VNU Journal of Science: Mathematics-Physics,Domestic Journal
921,VNU Journal of Science: Mathematics-Physics,Domestic Journal
972,VNU Journal of Science: Mathematics-Physics,Domestic Journal
977,Hue University Journal of Science: Natural Science,Domestic Journal
986,Advances in Natural Sciences,Domestic Journal
1001,Vietnam Journal of Chemistry,Domestic Journal
1002,Vietnam Journal of Science and Technology,Domestic Journal
1060,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
1070,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
1072,Unknown,Domestic Journal
1073,@ Một số vấn đề chọn lọc của công nghệ thông tin và truyền thông,Domestic Journal
1101,Advances in Natural Sciences,Domestic Journal
1162,JST: Engineering and Technology for Sustainable Development,Domestic Journal
1163,Unknown,Domestic Journal
1173,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
1213,Unknown,Domestic Journal
1256,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
1342,Chuyên san Các công trình nghiên cứu phát triển và ứng dụng Công nghệ thông tin và Truyền thông,Domestic Journal
1344,VNU Journal of Science: Mathematics-Physics,Domestic Journal
1359,Tạp chí Khoa học Tự nhiên và Công nghệ,Domestic Journal
1365,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
1370,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
1374,REV Journal on Electronics and Communications,Domestic Journal
1376,REV Journal on Electronics and Communications,Domestic Journal
1388,REV Journal on Electronics and Communications,Domestic Journal
1390,REV Journal on Electronics and Communications,Domestic Journal
1392,REV Journal on Electronics and Communications,Domestic Journal
1403,REV Journal on Electronics and Communications,Domestic Journal
1419,REV Journal on Electronics and Communications,Domestic Journal
1420,REV Journal on Electronics and Communications,Domestic Journal
1432,REV Journal on Electronics and Communications,Domestic Journal
1457,REV Journal on Electronics and Communications,Domestic Journal
1492,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
1525,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
1526,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
1539,VNU Journal of Mathematics–physics,Domestic Journal
1543,Vietnam Journal of Mechanics,Domestic Journal
1544,Vietnam Journal of Mechanics,Domestic Journal
1547,VNU Journal of Science: Mathematics-Physics,Domestic Journal
1553,VNU Journal of Science: Mathematics-Physics,Domestic Journal
1554,Vietnam Journal of Sciences Technology and Engineering (Serie C),Domestic Journal
1555,Unknown,Domestic Journal
1655,Journal of Science Vietnam National University Hanoi,Domestic Journal
1685,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
1693,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
1696,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
1699,Journal of Research and Development on Information and Communication Technology,Domestic Journal
1704,Tạp chí Tin học và Điều khiển học,Domestic Journal
1707,Journal of Computer Science and Cybernetics,Domestic Journal
1709,Journal of Computer Science and Cybernetics,Domestic Journal
1717,VNU Journal of Science: Mathematics-Physics,Domestic Journal
1720,Journal of Computer Science and Cybernetics,Domestic Journal
1725,Tạp chí Khoa học Đại học Quốc gia Hà Nội,Domestic Journal
1729,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
1730,VNU Journal of Science: Mathematics-Physics,Domestic Journal
1731,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
1757,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
1765,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
1772,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
1773,Journal of Research and Development on Information and Communication Technology,Domestic Journal
1776,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
1781,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
1782,Journal of Computer Science and Cybernetics,Domestic Journal
1787,TNU Journal of Science and Technology,Domestic Journal
1898,Journal of Science and Technology,Domestic Journal
1900,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
1905,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
1906,Journal of Computer Science and Cybernetics,Domestic Journal
1908,Journal of Science: Mathematics-Physics,Domestic Journal
1910,Tạp chí Khoa học và Công Nghệ,Domestic Journal
1911,Vietnam Journal of Mechanics,Domestic Journal
1916,Tạp chí Tin học và Điều khiển học,Domestic Journal
1955,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
2023,VNU Journal of Science: Policy and Management Studies,Domestic Journal
2039,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
2051,REV Journal on Electronics and Communications,Domestic Journal
2056,Chuyên san Các công trình nghiên cứu phát triển và ứng dụng Công nghệ thông tin và Truyền thông,Domestic Journal
2094,VNU Journal of Science: Mathematics – Physics,Domestic Journal
2104,Vietnam Journal of Mechanics,Domestic Journal
2109,Vietnam J. Mech,Domestic Journal
2114,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
2119,Vietnam Journal of Mechanics,Domestic Journal
2135,Journal of Computer Science and Cybernetics,Domestic Journal
2136,Journal of Computer Science and Cybernetics,Domestic Journal
2224,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
2239,Tạp chí Khoa học & Công nghệ Việt Nam ISSN 1859-4794,Domestic Journal
2240,Tạp chí Khoa học & Công nghệ Việt Nam ISSN 1859-4794,Domestic Journal
2241,Kỷ yếu hội nghị Vật lý chất rắn và Khoa học vật liệu toàn quốc lần thứ 11 – SPMS 2019 Quy Nhơn Việt Nam,Domestic Journal
2242,Tuyển tập báo cáo toàn văn Hội nghị Công nghệ sinh học toàn quốc 2018 Hà Nội,Domestic Journal
2247,Tạp chí Y học Việt Nam.,Domestic Journal
2257,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
2258,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
2281,REV Journal on Electronics and Communications,Domestic Journal
2282,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
2284,REV Journal on Electronics and Communications,Domestic Journal
2288,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
2333,2017 4th NAFOSTED Conference on Information and Computer Science,Domestic Journal
2339,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
2356,REV Journal on Electronics and Communications,Domestic Journal
2361,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
2375,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
2377,VNU Journal of Science: Comp. Science & Com. Eng.,Domestic Journal
2380,Tạp chí KHCN Thông tin và Truyền thông,Domestic Journal
2383,VNU Journal of Science: Comp. Science & Com. Eng.,Domestic Journal
2386,VNU Journal of Science: Medical and Pharmaceutical Sciences,Domestic Journal
2390,Tạp chí Khoa học ĐHQGHN: Khoa học Tự nhiên và Công nghệ,Domestic Journal
2401,REV Journal on Electronics and Communications,Domestic Journal
2409,Journal of Vietnamese Environment,Domestic Journal
2410,Tạp chí y học dự phòng tập XXI số,Domestic Journal
2411,Journal of Vietnamese Environment,Domestic Journal
2412,Journal of Vietnamese Environment,Domestic Journal
2414,Tạp chí y học dự phòng,Domestic Journal
2415,Journal of preventive medicine,Domestic Journal
2416,Journal of Vietnamese Environment,Domestic Journal
2432,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
2433,Journal of Computer Science and Cybernetics,Domestic Journal
2452,Journal of Computer Science and Cybernetics,Domestic Journal
2453,Journal of Computer Science and Cybernetics,Domestic Journal
2471,Journal of Science and Technology,Domestic Journal
2472,Journal of Science and Technology,Domestic Journal
2475,Tạp chí KH&CN Trường Đại học Công nghiệp,Domestic Journal
2476,Journal of Science and Technology,Domestic Journal
2490,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
2515,Journal of Computer Science and Cybernetics,Domestic Journal
2517,Vietnam Journal of Mechanics,Domestic Journal
2533,Journal of Science and Technology,Domestic Journal
2540,Vietnam Journal of Mechanics,Domestic Journal
2598,Vietnam Journal of Science and Technology,Domestic Journal
2601,VNU Journal of Science: Mathematics-Physics,Domestic Journal
2605,VNU Journal of Science: Mathematics-Physics,Domestic Journal
2607,Vietnam Journal of Mechanics,Domestic Journal
2611,VNU Journal of Science: Mathematics-Physics,Domestic Journal
2629,VNU Journal of Science: Mathematics-Physics,Domestic Journal
2639,VNU Journal of Science: Education Research,Domestic Journal
2640,VNU Journal of Science: Policy and Management Studies,Domestic Journal
2654,Vietnam Journal of Science and Technology,Domestic Journal
2663,Vietnam Journal of Biotechnology,Domestic Journal
2666,Vietnam Journal of Biotechnology,Domestic Journal
2667,Vietnam Journal of Biotechnology,Domestic Journal
2670,Academia Journal of Biology,Domestic Journal
2671,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
2697,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
2714,TẠP CHÍ NGHIÊN CỨU KHOA HỌC VÀ CÔNG NGHỆ QUÂN SỰ,Domestic Journal
2718,VNU Journal of Science: Mathematics-Physics,Domestic Journal
2725,VNU Journal of Science: Mathematics-Physics,Domestic Journal
2730,VNU Journal of Science: Mathematics-Physics,Domestic Journal
2757,Tạp chí Tin học và Điều khiển học,Domestic Journal
2765,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
2798,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
2817,Journal of Computer Science and Cybernetics,Domestic Journal
2941,JST: Engineering and Technology for Sustainable Development,Domestic Journal
2946,TẠP CHÍ NGHIÊN CỨU KHOA HỌC VÀ CÔNG NGHỆ QUÂN SỰ,Domestic Journal
2949,Vietnam Journal of Mechanics,Domestic Journal
2968,VNU Journal of Science: Mathematics-Physics,Domestic Journal
2987,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
2988,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3020,Khoa học và Công nghệ Việt Nam,Domestic Journal
3021,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3022,Tạp chí Công Thương-Các kết quả nghiên cứu khoa học và Ứng dụng công nghệ,Domestic Journal
3048,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3058,Communications in Physicss,Domestic Journal
3066,Communications in Physics,Domestic Journal
3089,Journal of Computer Science and Cybernetics,Domestic Journal
3091,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3101,VNU Journal of Science Natural Sciences and Technology,Domestic Journal
3116,Vietnam Journal of Computer Science,Domestic Journal
3124,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3128,Khoa học và Công nghệ Việt Nam,Domestic Journal
3129,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3130,Tạp chí Công Thương-Các kết quả nghiên cứu khoa học và Ứng dụng công nghệ,Domestic Journal
3137,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3147,REV Journal on Electronics and Communications,Domestic Journal
3149,REV Journal on Electronics and Communications,Domestic Journal
3165,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3180,REV Journal on Electronics and Communications,Domestic Journal
3181,REV Journal on Electronics and Communications,Domestic Journal
3189,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3191,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3193,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
3194,VNU Journal of Science: Comp. Science & Com. Eng.,Domestic Journal
3213,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3245,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3275,REV Journal on Electronics and Communications,Domestic Journal
3299,Tạp chí CNTT&TT,Domestic Journal
3315,Journal of Computer Science and Cybernetics,Domestic Journal
3339,VNU Journal of Science: Policy and Management Studies,Domestic Journal
3352,Research and Development on Information and Communication Technology,Domestic Journal
3383,Vietnam Journal of Computer Science,Domestic Journal
3389,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3391,Khoa học và Công nghệ Việt Nam,Domestic Journal
3392,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3393,Tạp chí Công Thương-Các kết quả nghiên cứu khoa học và Ứng dụng công nghệ,Domestic Journal
3406,Vietnam Journal of Computer Science,Domestic Journal
3443,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3444,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3445,Vietnam Journal of Sciences Technology and Engineering (Serie C),Domestic Journal
3468,Rev Journal on Electronics and Communications,Domestic Journal
3470,REV Journal on Electronics and Communications,Domestic Journal
3488,Tạp chí Khoa học Đại học Quốc gia Hà Nội,Domestic Journal
3495,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3503,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3506,Tạp chí Tin học và Điều khiển học,Domestic Journal
3509,Journal of Computer Science and Cybernetics,Domestic Journal
3515,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3548,Tạp chí Công Thương-Các kết quả nghiên cứu khoa học và Ứng dụng công nghệ,Domestic Journal
3561,VNU Journal of Mathematics–physics,Domestic Journal
3569,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3571,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3574,Vietnam Journal of Sciences Technology and Engineering (Serie C),Domestic Journal
3577,Vietnam Journal of Mechanics,Domestic Journal
3592,Advanced Magnetism and Magnetic Materials; Duc NH Ed.; Vietnam National University Press: Hanoi Vietnam,Domestic Journal
3599,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3600,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3610,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3617,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3618,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3644,Journal of Computer Science and Cybernetics,Domestic Journal
3646,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3680,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3681,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3690,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3703,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3704,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3706,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3708,Journal of Computer Science and Cybernetics,Domestic Journal
3712,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3714,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3720,VNU Journal of Science: Mathematics-Physics,Domestic Journal
3721,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3737,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3742,Tạp chí Bưu chính Viễn thông,Domestic Journal
3743,Chuyên san Bưu chính Viễn thông,Domestic Journal
3744,Tạp chí công nghệ thông tin và truyền thông,Domestic Journal
3755,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3756,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3758,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
3769,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3859,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
3861,Tạp chí năng lượng nhiệt,Domestic Journal
3862,Tạp chí Khoa học Giao thông vận tải,Domestic Journal
3865,Tạp chí Tin học và Điều khiển học,Domestic Journal
3869,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3880,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
3886,VNU Journal of Science: Policy and Management Studies,Domestic Journal
3895,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3896,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
3922,Tạp chí Khoa học,Domestic Journal
3924,Tạp chí Khoa học và công nghệ Đại học Thái Nguyên,Domestic Journal
3926,Bản B của Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3927,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3929,Vietnam Journal of Science Technology and Engineering,Domestic Journal
3933,TNU Journal of Science and Technology,Domestic Journal
3934,Vietnam Journal of Biotechnology,Domestic Journal
3935,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3936,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3937,Tạp chí Nông nghiệp và Phát triển nông thôn,Domestic Journal
3938,Tạp chí Khoa học và Công nghệ Nông nghiệp Việt Nam,Domestic Journal
3948,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3949,Bản B của Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3953,Tạp chí Khoa học và công nghệ Đại học Thái Nguyên,Domestic Journal
3954,Bản B của Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
3962,TNU Journal of Science and Technology,Domestic Journal
3981,Unknown,Domestic Journal
3985,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
3987,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
4053,Science and Technology Development Journal-Natural Sciences,Domestic Journal
4083,REV Journal on Electronics and Communications,Domestic Journal
4125,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
4134,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
4135,TNU Journal of Science and Technology,Domestic Journal
4137,Tạp chí Khoa học và Công nghệ-Đại học Thái Nguyên,Domestic Journal
4138,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
4192,VNU Journal of Science: Mathematics-Physics,Domestic Journal
4196,Communications in Physicss,Domestic Journal
4198,Communications in Physics,Domestic Journal
4199,Communications in Physics,Domestic Journal
4209,VNU Journal of Science,Domestic Journal
4216,VNU Journal of Science: Mathematics-Physics,Domestic Journal
4220,Communications in Physics,Domestic Journal
4221,Communications in Physics,Domestic Journal
4229,Vietnam Journal of Mechanics,Domestic Journal
4266,Vietnam Journal of Science and Technology,Domestic Journal
4301,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
4309,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
4365,VNU Journal of Science: Medical and Pharmaceutical Sciences,Domestic Journal
4369,REV Journal on Electronics and Communications,Domestic Journal
4371,Tạp chí Khoa học ĐHQGHN: Khoa học Tự nhiên và Công nghệ,Domestic Journal
4372,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
4377,Journal of Computer Science and Cybernetics,Domestic Journal
4506,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
4514, Journal of SCIENCE & TECHNOLOGY,Domestic Journal
4534,Vietnam Journal of Chemistry,Domestic Journal
4550,Vietnam J. Mech,Domestic Journal
4578,TẠP CHÍ NGHIÊN CỨU KHOA HỌC VÀ CÔNG NGHỆ QUÂN SỰ,Domestic Journal
4596,REV Journal on Electronics and Communications,Domestic Journal
4612,TẠP CHÍ NGHIÊN CỨU KHOA HỌC VÀ CÔNG NGHỆ QUÂN SỰ,Domestic Journal
4668,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
4669,Journal of Science & Technology of Technical Universities,Domestic Journal
4670,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
4711,Journal of Science and Technology,Domestic Journal
4761,VNU Journal of Science: Mathematics - Physics,Domestic Journal
4769,Journal of Computer Science and Cybernetics,Domestic Journal
4784,VNU Journal of Science: Mathematics-Physics,Domestic Journal
4806,JST: Engineering and Technology for Sustainable Development,Domestic Journal
4833,Le Quy Don Technical University-Section on Information and Communication Technology (LQDTU-JICT),Domestic Journal
4871,Tạp chí Công Thương-Các kết quả nghiên cứu khoa học và Ứng dụng công nghệ,Domestic Journal
4876,Khoa học và Công nghệ Việt Nam,Domestic Journal
4877,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
4892,Tạp chí Công Thương-Các kết quả nghiên cứu khoa học và Ứng dụng công nghệ,Domestic Journal
4894,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
4898,Tạp chí Khoa học Công nghệ Việt Nam,Domestic Journal
4956,Tạp chí Khoa học Trường Đại học Cần Thơ,Domestic Journal
5040,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
5053,Tạp chí Khoa học và Công nghệ Việt Nam,Domestic Journal
5103,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
5109,VNU Journal of Science: Natural Sciences and Technology,Domestic Journal
5116,VNU Journal of Science: Mathematics-Physics,Domestic Journal
5125,VNU Journal of Science: Mathematics-Physics,Domestic Journal
5128,HNUE JOURNAL OF SCIENCE,Domestic Journal
5129,Tạp chí Khoa học và Công nghệ Nông nghiệp Việt Nam,Domestic Journal
5130,Tạp chí Khoa học và Công nghệ Nông nghiệp Việt Nam,Domestic Journal
5145,VNU Journal of Science: Mathematics-Physics,Domestic Journal
5146,HNUE JOURNAL OF SCIENCE,Domestic Journal
5161,Các công trình nghiên cứu phát triển và ứng dụng Công nghệ Thông tin và Truyền thông,Domestic Journal
5162,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
5190,Tạp chí Nghiên cứu và Công nghệ Quân sự,Domestic Journal
5195,Vietnam Journal of Science and Technology - MOST,Domestic Journal
5196,VNU Journal of Science: Mathematics-Physics,Domestic Journal
5333,Journal of Science and Technology on Information and Communications,Domestic Journal
5334,Journal of Science and Technology on Information and Communications,Domestic Journal
5383,Vietnam Journal of Mechanics,Domestic Journal
5522,Journal of Science and Technology on Information and Communications,Domestic Journal
5526,Chuyên san Các công trình nghiên cứu phát triển và ứng dụng Công nghệ thông tin và Truyền thông,Domestic Journal
5545,REV Journal on Electronics and Communications,Domestic Journal
5559,REV Journal on Electronics and Communications,Domestic Journal
5561,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
5569,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
5572,VNU Journal of Computer Science and Communication Engineering,Domestic Journal
5585,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
5593,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
5607,Vietnam Journal of Computer Science,Domestic Journal
5614,VNU Journal of Science: Mathematics-Physics,Domestic Journal
5625,VNU Journal of Science: Mathematics-Physics,Domestic Journal
5645,Tạp chí Khoa học Nông nghiệp Việt Nam,Domestic Journal
5654,VNU Journal of Science: Mathematics-Physics,Domestic Journal
5655,VNU Journal of Science: Mathematics-Physics,Domestic Journal
5663,Tạp chí Nông nghiệp và phát triển nông thôn,Domestic Journal
5894,VNU Journal of Science: Computer Science and Communication Engineering,Domestic Journal
5906,TNU Journal of Science and Technology,Domestic Journal
